string,anomaly,result
dabacbaa,0,0
aabdbaad,0,0
aabdbbad,0,0
baaabbaa,0,0
abaaaaaa,0,0
aabdabad,0,0
cbbaaaaa,0,0
dabdgbbe,0,0
aaaacbaa,0,0
aabaabaa,0,0
aabacaaa,0,0
aabaccaa,0,0
fbadcbdg,2,0
bcbdbbbd,0,0
babdcabd,0,0
babaabaa,0,0
babdbbad,0,0
edadcbbd,0,0
fcbdecbe,0,0
gaaaabdf,1,0
aabaabaa,0,0
aabababa,0,0
gdbdbcdg,1,0
aabaabaa,0,0
aaaabbaa,0,0
aaadbbad,0,0
faaadbdd,2,0
aabacbaa,0,0
aabdabad,0,0
dabdddad,0,0
aaadaaad,0,0
bbbadcbb,0,0
aabdbbad,0,0
fabdbbdg,2,0
aaaaabba,0,0
bcbdccad,0,0
aabaabaa,0,0
aaadabad,0,0
caaddbad,0,0
bbbdbbad,0,0
eabdcbbd,0,0
gaadabdg,1,0
baabbaba,0,0
babaabaa,0,0
fbadabdg,2,0
aabacbab,0,0
aabdabbd,0,0
abbaabaa,0,0
aaaacbaa,0,0
accddbad,0,0
babdbcad,0,0
cabdbbad,0,0
babdcbad,0,0
dbbdccbd,0,0
aabdbaad,0,0
babddcbd,0,0
babadaaa,0,0
baadcbad,0,0
bbadcaad,0,0
aaadbaad,0,0
bbbabbaa,0,0
aacaaaaa,0,0
babdcbad,0,0
aababbaa,0,0
fcaddbdg,2,0
bababbaa,0,0
faadabdg,2,0
aabdbcad,0,0
facbbbdf,1,0
dbbababa,0,0
baaaaaaa,0,0
babababa,0,0
aaadcbad,0,0
gbaabcdf,1,0
gdbbdcde,2,0
aabacbaa,0,0
bbadabbd,0,0
abadabad,0,0
daaabbba,0,0
cabacaaa,0,0
aaaabaaa,0,0
abcabbba,0,0
aaaaabba,0,0
aabdbbad,0,0
gccadbde,2,0
aaaabbaa,0,0
aaaaabaa,0,0
babadbba,0,0
aaadbaad,0,0
dcbdbcbd,0,0
dbbdcbad,0,0
gcbabbdf,1,0
faaddcdg,2,0
bbaacbaa,0,0
abbabbba,0,0
aaaaabaa,0,0
dbbacbaa,0,0
gbbddcdg,1,0
fbbdbbdg,2,0
aabdabad,0,0
babdabad,0,0
abbaabaa,0,0
eaadebbd,0,0
gdcadbde,2,0
babacbaa,0,0
babaabaa,0,0
fcbdabdg,2,0
aaadabbd,0,0
aabdbbad,0,0
daaabcaa,0,0
abaabbaa,0,0
aaaacbaa,0,0
fbaaebdd,2,0
aabddbad,0,0
aaadacad,0,0
aaadbbad,0,0
bbaabbaa,0,0
gbbadcdg,1,0
gaadebdg,1,0
gabadbdf,1,0
baadbbad,0,0
aaadbbad,0,0
gbaddcdg,1,0
aabdbbad,0,0
babacbaa,0,0
baaacbaa,0,0
baaabaaa,0,0
abbabaaa,0,0
aaadcbad,0,0
aabdcaad,0,0
fabaaadd,2,0
bbbdbbad,0,0
babaabaa,0,0
fbbddbdg,2,0
gabdabdg,1,0
gabaaadf,1,0
abadbbad,0,0
dbbadaab,0,0
bbbadbab,0,0
dbbdebbd,0,0
dabacaab,0,0
cbbaecbc,0,0
abaabcba,0,0
aababbaa,0,0
abaddcad,0,0
babacaba,0,0
aababbaa,0,0
aababcaa,0,0
aaaabbba,0,0
gdbdcbdg,1,0
babdbbad,0,0
babdbcad,0,0
aababbaa,0,0
dcaaddab,0,0
aaaacbaa,0,0
bbaaabaa,0,0
fabdabdg,2,0
cbbbcbaa,0,0
dbaddbad,0,0
babaaaaa,0,0
dabaabaa,0,0
faadbaad,0,0
aabdcbad,0,0
aaaabbaa,0,0
babddbad,0,0
aabbabba,0,0
aaadbaad,0,0
bbbddbad,0,0
gaadbbdg,1,0
baaaccaa,0,0
aaaabbaa,0,0
aabddbad,0,0
aabddbad,0,0
gaaadcdf,1,0
aabdcbad,0,0
fcaafddc,0,0
dabaccaa,0,0
aaaaaaaa,0,0
gbaddcdg,1,0
bbadbbad,0,0
aabdbbad,0,0
aabdacad,0,0
cabacbaa,0,0
abbaabaa,0,0
abbdaaad,0,0
bbbdaaad,0,0
bababbaa,0,0
gbbdbcdg,1,0
bbbdaaad,0,0
gdbdccdg,1,0
bbbddbad,0,0
bababaaa,0,0
gabdbadg,1,0
aababaaa,0,0
abbaabaa,0,0
aaaabaaa,0,0
caadcaad,0,0
baaabaaa,0,0
aababbaa,0,0
caaabbaa,0,0
aaaddbbd,0,0
aaaabbaa,0,0
aaadbbad,0,0
aabdcbad,0,0
gbbacbdf,1,0
babacbaa,0,0
aaaadcba,0,0
abbddcad,0,0
fabacbdf,1,0
acbabcaa,0,0
aaaaaaaa,0,0
bbaaabaa,0,0
gabdabdg,1,0
babacbaa,0,0
bbadbbad,0,0
abbbbbab,0,0
gbbabadf,1,0
ecbdabbe,0,0
gcbaebdg,1,0
gaadabdg,1,0
ccbacccc,0,0
gbbacbdf,1,0
aabadbaa,0,0
aabdabad,0,0
aabaaaaa,0,0
aaadbbad,0,0
eaadcbad,0,0
baadaaad,0,0
aaadcabd,0,0
abbdaaad,0,0
cacdbbad,0,0
bababbaa,0,0
gbbddbdg,1,0
dcbaccaa,0,0
aaaabbaa,0,0
daaacbaa,0,0
fabdbbdg,2,0
aabdbbad,0,0
gaadebdg,1,0
aaaabbaa,0,0
fcbdcbdg,2,0
dcbabbca,0,0
gabaabdf,1,0
gbbdbbdg,1,0
abbbcbaa,0,0
aababbaa,0,0
aaaddbad,0,0
aabacbaa,0,0
abaaccba,0,0
aababbaa,0,0
gaaaaadf,1,0
aabaabba,0,0
bbcdccad,0,0
bbbaabaa,0,0
aababbaa,0,0
dabdebad,0,0
babbdaaa,0,0
fabacadd,2,0
baadbbbd,0,0
fbaddcbe,0,0
gcbacbdg,1,0
dbaabbaa,0,0
aabdabcd,0,0
aaaaabaa,0,0
faadcbdg,2,0
dabdcaad,0,0
aaaaccaa,0,0
gbbacadf,1,0
babdabad,0,0
baadabdd,0,0
gbbddbdg,1,0
gabdbcdg,1,0
babdbbad,0,0
aaadcbad,0,0
aacdbbad,0,0
babdcbad,0,0
aabacbaa,0,0
bbadbabd,0,0
bbadbbad,0,0
bbbaaaaa,0,0
cbaaccaa,0,0
bbbabaaa,0,0
fabdbadg,2,0
aaaaaaaa,0,0
aaaabcda,0,0
aabadaaa,0,0
eabddcad,0,0
baaabbaa,0,0
ebbabbcb,0,0
baaabbaa,0,0
dbaadcbb,0,0
abadcbad,0,0
dbaabbdb,0,0
babacaaa,0,0
eaadcbad,0,0
aabaacaa,0,0
aabaaaaa,0,0
aaaaabaa,0,0
aaaaaaaa,0,0
faaaabdd,2,0
fababbdd,2,0
abbaabaa,0,0
aaadaaad,0,0
aabacbaa,0,0
abbdcbad,0,0
eabdabbd,0,0
aabdbbad,0,0
bababbaa,0,0
abadcbbd,0,0
baadabad,0,0
gdcdfbdg,1,0
bbcbcaaa,0,0
abaacbaa,0,0
aabdbaad,0,0
bcaabaaa,0,0
aaaacaaa,0,0
facaabdf,1,0
aabaeaab,0,0
bcbacbbb,0,0
acbabdaa,0,0
bababbaa,0,0
aaadeaad,0,0
babdcbbd,0,0
aabdabad,0,0
aaaacaaa,0,0
aabdbaad,0,0
aabdcaad,0,0
cbbdebad,0,0
babdcaad,0,0
cbaabbaa,0,0
cbbdcbbd,0,0
aababaaa,0,0
aabdbbad,0,0
baaabbaa,0,0
aabdaaad,0,0
baaacbaa,0,0
cacdbbbd,0,0
dcbdbbad,0,0
bbbdcaad,0,0
bbadcbbd,0,0
gccbcbdg,1,0
gcaacadf,1,0
baaacbaa,0,0
cabdcbad,0,0
baaacbaa,0,0
abbdbaad,0,0
aababbaa,0,0
aaadcaad,0,0
baadbbad,0,0
aabbdaab,0,0
abadabbd,0,0
fbaabadf,1,0
aabdcaad,0,0
gcadebdg,1,0
babaabaa,0,0
cabddbad,0,0
dbcabbbb,0,0
aaaabaaa,0,0
aababbaa,0,0
aababbaa,0,0
babddbae,0,0
aababbaa,0,0
aabdbbad,0,0
aaadbbad,0,0
cabacbab,0,0
aaadaabd,0,0
aababbaa,0,0
eabadaba,0,0
gbaaabdf,1,0
dabadbaa,0,0
faaacbdd,2,0
aaaddbad,0,0
caaabaaa,0,0
aabdabad,0,0
aabadaaa,0,0
aababbaa,0,0
aabdbaad,0,0
fabdaadg,2,0
aabacbaa,0,0
faaabadd,2,0
aabacbaa,0,0
cbbacaaa,0,0
aaadabad,0,0
caadbbad,0,0
faadbddg,2,0
ecbdcaad,0,0
aabdabad,0,0
babdaaad,0,0
aacdabad,0,0
bacbbaaa,0,0
abbdaaad,0,0
facacbdd,2,0
fbcabbdd,2,0
abaacbaa,0,0
babdbaad,0,0
baaaebab,0,0
abbaabba,0,0
cbadccad,0,0
baaabbaa,0,0
cbbadcab,0,0
aaaacbaa,0,0
aabddbad,0,0
aabddbad,0,0
aabdbaad,0,0
aabaccaa,0,0
dabdbbad,0,0
babdbaad,0,0
aaadcbbd,0,0
gaaabbdf,1,0
babdbbad,0,0
aaadcaad,0,0
gaadbbdg,1,0
aababbaa,0,0
caadabcd,0,0
aabdcbad,0,0
bbbdaaad,0,0
bbbacaaa,0,0
baaaacaa,0,0
eccddcbf,0,0
aabdbbad,0,0
abcdabbd,0,0
gaaabbdf,1,0
cbbacbba,0,0
abadebad,0,0
gabacadf,1,0
gabdcadg,1,0
bbaddbad,0,0
aabdbbad,0,0
aabdaaad,0,0
gcbdecdg,2,0
gaaadbdf,1,0
acbdabbd,0,0
caaddbad,0,0
baadcbad,0,0
ebbcebbc,0,0
ecbaebbb,0,0
dbbacbab,0,0
babdbcad,0,0
gababbdf,1,0
gababbdf,1,0
bbadbcbd,0,0
aabdbbad,0,0
aabdbbbd,0,0
gbadcbdg,1,0
cbbaebab,0,0
gbbdbbdg,1,0
aabdbbad,0,0
ebbddbbe,0,0
aaaaaaaa,0,0
faaabbaa,0,0
aabdaaad,0,0
babddbad,0,0
bbbdccad,0,0
aaaabaaa,0,0
abbabbba,0,0
aabdabad,0,0
cbbabcaa,0,0
dabbcbbb,0,0
aabacbaa,0,0
aaaacbaa,0,0
aabacbaa,0,0
babdbbad,0,0
gaaacbdf,1,0
aaaabbaa,0,0
aabdbaad,0,0
dabdebae,0,0
dcaacbab,0,0
aababaaa,0,0
babacbba,0,0
abadcaad,0,0
gabdcbdg,1,0
dababbaa,0,0
aabdcbbd,0,0
aaaaabaa,0,0
babbcbaa,0,0
aaadaaad,0,0
babaabaa,0,0
abbdbabd,0,0
fababbdd,2,0
baaacbaa,0,0
babaaaaa,0,0
babacbcb,0,0
aabdbaad,0,0
aaadbdad,0,0
aaaacaaa,0,0
faadcadg,2,0
aaadbaad,0,0
baadebad,0,0
aababaaa,0,0
cbaacbaa,0,0
aabdbbad,0,0
aaaaabaa,0,0
aabdabad,0,0
aabaabaa,0,0
aabacbaa,0,0
gabadadf,1,0
babadbaa,0,0
fdaaeccc,0,0
fbbdcbdg,2,0
fbbddbdg,2,0
gbcadbdf,1,0
bbbdbbad,0,0
cabaccaa,0,0
gbbaccdf,1,0
aabacbaa,0,0
baaddbad,0,0
aabdbabd,0,0
baaabbaa,0,0
cabacbab,0,0
bababbaa,0,0
aabaaaaa,0,0
abaabbaa,0,0
aabacaaa,0,0
bbbdabad,0,0
aabdcbad,0,0
aabdcbad,0,0
dbbdacbd,0,0
gbbabbdf,1,0
aaadabad,0,0
aaadaaad,0,0
cbbdbbad,0,0
abcbabaa,0,0
fabdbbdg,2,0
aaaddbad,0,0
faaaaaaa,0,0
dbbacbaa,0,0
abbacbba,0,0
abbddbad,0,0
aabdbaad,0,0
bacdcaad,0,0
bbadcaad,0,0
abbbcbaa,0,0
abbdabad,0,0
babdabad,0,0
babdbbad,0,0
caaacbaa,0,0
bbcddbad,0,0
gbbdabdg,1,0
cbadabbd,0,0
bbbacbba,0,0
daaabbba,0,0
faaaebdd,2,0
aabdccad,0,0
dababbba,0,0
abbdbbbd,0,0
aabdaaad,0,0
dabddbbd,0,0
aaadbbad,0,0
fbbaabdd,2,0
fabdbcdg,2,0
aabdaaad,0,0
aaadabad,0,0
dabddabd,0,0
faaabbdd,2,0
aabddbad,0,0
fabaabdd,2,0
aababaaa,0,0
ebbabcaa,0,0
abadcbad,0,0
daaaabaa,0,0
babdfbad,0,0
cabbcbab,0,0
cabaeabb,0,0
aacdcbad,0,0
cbbdbcbd,0,0
aaaacbaa,0,0
cbbddbad,0,0
fbcbebde,2,0
ebbabbcb,0,0
faadccdg,2,0
dbbacbaa,0,0
bbadcbad,0,0
aababbaa,0,0
aabaebab,0,0
aaadabad,0,0
fdbadbac,0,0
abbddbad,0,0
cabaebaa,0,0
abadbbad,0,0
bacabbaa,0,0
baaadbaa,0,0
aabdcbad,0,0
aaadabad,0,0
aabdcbad,0,0
faadacad,0,0
faadbadg,1,0
aaaabaaa,0,0
cabadbab,0,0
baadbbad,0,0
gaadabdg,2,0
aabbdbaa,0,0
babbbbab,0,0
aaadbbbd,0,0
babdaacd,0,0
bbbdcbad,0,0
gabdabdg,1,0
abaaaaaa,0,0
babddbad,0,0
aabdbcad,0,0
bbbabbaa,0,0
aaaabbaa,0,0
abadabad,0,0
aabdabad,0,0
faadcbdg,2,0
bbbaacaa,0,0
aabdbaad,0,0
bacdcbad,0,0
aabdabad,0,0
fabdcbdg,2,0
bbbacaaa,0,0
aaaaaaaa,0,0
aabdbaad,0,0
abbdbcad,0,0
baaadbaa,0,0
aabdbbad,0,0
gacddbdg,1,0
cacdebad,0,0
gabdbbdg,1,0
aaaabaaa,0,0
faaabadd,2,0
fabdbbdg,2,0
dabdbbad,0,0
aabaabaa,0,0
aabdcbad,0,0
aaadabad,0,0
aabacaaa,0,0
babdcbad,0,0
babdcaad,0,0
babdaaad,0,0
dacadaab,0,0
aabaabba,0,0
aababaaa,0,0
babdbbad,0,0
aaaabbaa,0,0
fbabcbdd,2,0
ebaddbad,0,0
gccaecdf,2,0
faaabcdd,2,0
aaadbaad,0,0
babdebad,0,0
fcbdgbbf,0,0
aaadcaad,0,0
fabdbbdg,2,0
aabdbaad,0,0
cabacaba,0,0
gabdabad,0,0
aabacbaa,0,0
babdabad,0,0
abaabbaa,0,0
aaaabbaa,0,0
cbbdbaad,0,0
babdabad,0,0
faaabbdf,1,0
aaadabad,0,0
gababbdf,1,0
ebbdcbad,0,0
gabaabdf,1,0
aaadabad,0,0
bbadcaad,0,0
fabaabdd,2,0
aabdabad,0,0
bbbabaaa,0,0
aabdabbd,0,0
aaadacad,0,0
gbadbbdg,1,0
bababbaa,0,0
aaadabad,0,0
dabdcbad,0,0
aaabbbaa,0,0
ecbaabba,0,0
dbbdbbad,0,0
bacbcbaa,0,0
aababaaa,0,0
aacdbaad,0,0
aabacbaa,0,0
aaadaaad,0,0
abaaabba,0,0
babadcaa,0,0
fbaabadd,2,0
gbadbbdg,1,0
cbbdbbad,0,0
aaaaabaa,0,0
aababbaa,0,0
abbdcbcd,0,0
fababbdd,2,0
dbbddcad,0,0
baaaabaa,0,0
aabacbaa,0,0
aaaadbaa,0,0
aabacbaa,0,0
aacabbaa,0,0
aababaaa,0,0
aaadbbad,0,0
aacbdbab,0,0
aaaaabaa,0,0
eaaabbba,0,0
aaadaaad,0,0
dcbacbab,0,0
cbbdeaad,0,0
aabdabbd,0,0
dbcdccbd,0,0
baadbcad,0,0
abbabbaa,0,0
fabdaaad,0,0
aaaabbaa,0,0
caadabad,0,0
aaaacbaa,0,0
cbbdbaad,0,0
bbadabcd,0,0
baadabad,0,0
aaadabad,0,0
fbbdabdg,2,0
fcbbfcac,0,0
aabdebad,0,0
dabddbbd,0,0
aabdebad,0,0
aababbaa,0,0
aaaacbaa,0,0
abaddbad,0,0
babadbaa,0,0
abbacbaa,0,0
ddadbbad,0,0
gabdcbdg,1,0
fcbadbbc,0,0
baaabbaa,0,0
aabdcbad,0,0
aaaabbaa,0,0
aababbaa,0,0
aaaacbaa,0,0
gabdbadg,1,0
babdacad,0,0
abbaaaaa,0,0
bcbdcbad,0,0
abbdcbad,0,0
cabacbaa,0,0
eacdcaad,0,0
abcadbab,0,0
fdbdfcbe,0,0
cdababaa,0,0
gaaacbdf,1,0
abadbbad,0,0
aaadabad,0,0
abbdabbd,0,0
aababaaa,0,0
abadabad,0,0
aabaaaaa,0,0
cabbdcab,0,0
gabaabdf,1,0
aabdaaad,0,0
aaadcbad,0,0
cabdcbad,0,0
baaabbaa,0,0
aaaabbaa,0,0
gdcdfddg,1,0
abaacaaa,0,0
bbadbbad,0,0
baadbaad,0,0
cabdbbad,0,0
fbbdcadg,2,0
abbdebad,0,0
aabdbbad,0,0
gabbebde,2,0
abbdcbbd,0,0
bacaccbb,0,0
aabaaaaa,0,0
fdbdccce,0,0
aaaaabba,0,0
aaaabbba,0,0
bbaabbba,0,0
fababbdd,2,0
bbbdbcbd,0,0
abadabad,0,0
gaaaaadf,1,0
fabdbbdg,2,0
aaaabbaa,0,0
abaabbaa,0,0
aaadabad,0,0
aaadcbad,0,0
baaabbaa,0,0
aaaabbaa,0,0
baaadbaa,0,0
babdabad,0,0
dabddcad,0,0
abaabbaa,0,0
bbbdcbad,0,0
aababbaa,0,0
caadbbad,0,0
cbaabbaa,0,0
gabdcbdg,1,0
babaebaa,0,0
aabaaaba,0,0
aababbaa,0,0
dbbbfcbc,0,0
aabdabad,0,0
aabaaaaa,0,0
caadbbad,0,0
aababbaa,0,0
aabdbbad,0,0
aabdabad,0,0
faaaaadd,2,0
gaaaebdf,1,0
aabaaaaa,0,0
gabadbdf,1,0
gabaabdf,1,0
aabadbaa,0,0
aabaaaaa,0,0
cbbabbaa,0,0
fdcafcbc,0,0
aaadabad,0,0
babaaaaa,0,0
babaaaba,0,0
aabaabba,0,0
aababbaa,0,0
abadbbad,0,0
fabacbdf,1,0
abcdbbbd,0,0
bababbaa,0,0
fbaabbdd,2,0
aabdaaad,0,0
daaacaaa,0,0
cabadbab,0,0
aabddbad,0,0
aaadcbad,0,0
caaabcaa,0,0
abaacbaa,0,0
baadbbbd,0,0
aababcaa,0,0
aabacaaa,0,0
aacddaad,0,0
gaaaabdf,1,0
aaaabaaa,0,0
ebbadbcb,0,0
dcbdabad,0,0
abadbbad,0,0
bbbabbaa,0,0
aababbaa,0,0
aaabaaaa,0,0
fabadaaa,0,0
babdbbad,0,0
aabdbaad,0,0
gababbdf,1,0
daadcabd,0,0
babdabad,0,0
aaadbabd,0,0
aabdbbad,0,0
aababbaa,0,0
cbbdcbad,0,0
caaacbba,0,0
babdbbad,0,0
bababbaa,0,0
fabdbbdg,2,0
abbdbbad,0,0
faadcbdg,2,0
aabddaad,0,0
bababcaa,0,0
adcaabaa,0,0
cabaabaa,0,0
aaaabbaa,0,0
aacabaaa,0,0
aaaabaaa,0,0
aabdbbad,0,0
babdbbad,0,0
aabadbaa,0,0
fabdcbdg,2,0
cbcbdbab,0,0
fdcbecbc,0,0
aaadbbad,0,0
gbbadbde,2,0
acbabbba,0,0
dbaadcbb,0,0
aabdcaad,0,0
ebbadbab,0,0
bacdbbad,0,0
aababbaa,0,0
gabddadg,1,0
bbbacbbb,0,0
fbaddbdg,2,0
aaadabad,0,0
aaadaaad,0,0
aababbaa,0,0
aababbaa,0,0
gbcdcbdg,1,0
fbaabbdd,2,0
bababbaa,0,0
aaadcbad,0,0
aabdabad,0,0
baaabbba,0,0
eacddbad,0,0
ecbaabaa,0,0
aaaaaaaa,0,0
faaabaaa,0,0
babdabad,0,0
aaaacaaa,0,0
acbabbba,0,0
dababbaa,0,0
aabbbbaa,0,0
aabdbaad,0,0
dbcdabad,0,0
dbadcccd,0,0
abbbbbca,0,0
babdbbad,0,0
aaadbaad,0,0
ecbaacbb,0,0
aabdbaad,0,0
gababbdf,1,0
baaaabba,0,0
fbcadbdd,2,0
aabdcaad,0,0
abaabbaa,0,0
aabacaaa,0,0
abaabbaa,0,0
dbbacbab,0,0
daaadbbb,0,0
cdaddaad,0,0
aabddbad,0,0
fabdcbdg,2,0
cabadbab,0,0
gabadbdf,1,0
babddbad,0,0
faaabbdd,2,0
aaaaabaa,0,0
cbaabbaa,0,0
aabdcbad,0,0
aababbaa,0,0
abbdabad,0,0
aabdabad,0,0
ebbddbbd,0,0
aabdcaad,0,0
cabdcbad,0,0
gaaaaadf,1,0
aaadcbad,0,0
ababbbaa,0,0
babadbaa,0,0
babadaaa,0,0
eabddacd,0,0
abbbabaa,0,0
abbdbbad,0,0
aabdcbad,0,0
baaabbaa,0,0
babdbbad,0,0
bbbaacaa,0,0
gbbdabdg,1,0
aabdcbad,0,0
gabacadf,1,0
baadcbad,0,0
baadeaad,0,0
faadbbad,0,0
caaaebaa,0,0
aaadabad,0,0
fcaddcce,0,0
baadcbad,0,0
aaadbaad,0,0
ecbafcac,0,0
eabaeabb,0,0
faaacbdd,2,0
faaabbdd,2,0
dbabdbaa,0,0
aaaacbaa,0,0
abaaacaa,0,0
abbdbbad,0,0
cabdebad,0,0
dbaabcaa,0,0
aabdbcad,0,0
aaadbbad,0,0
fabddbdg,2,0
ababcbaa,0,0
cbadebad,0,0
babaabaa,0,0
aabdccad,0,0
gbbdbbdg,1,0
aaadaaad,0,0
cbbdbccd,0,0
ebbddbbe,0,0
baadbbad,0,0
aaadbbad,0,0
cabdcbad,0,0
aadacaaa,0,0
fabdbbdg,2,0
aabdcbad,0,0
ebbacbab,0,0
babbcbaa,0,0
aaadcbad,0,0
edbddcad,0,0
fbbabbde,2,0
aabdcbad,0,0
aabdcbad,0,0
abbdbcad,0,0
gbaadcdf,1,0
aaaadbba,0,0
abaaacaa,0,0
aababbba,0,0
cbadcbad,0,0
dbbdabad,0,0
fabdbbdg,2,0
baadbaad,0,0
gbbaacdf,1,0
dababbaa,0,0
aabababa,0,0
aabacbaa,0,0
aaadcbad,0,0
bcaacbaa,0,0
aaaabbba,0,0
dbcbcbcb,0,0
ecdcebbc,0,0
faaddbdg,1,0
ccbdccbd,0,0
aabacbaa,0,0
aababbaa,0,0
aabdacad,0,0
fabdcadg,2,0
ebbaeaac,0,0
bababaaa,0,0
abbaaaba,0,0
cbbdebbe,0,0
bcbabbab,0,0
fdbdecbe,0,0
aabdcaad,0,0
gabdeadg,1,0
bbbdbaad,0,0
aabdabad,0,0
gabdcbdg,1,0
baadcbad,0,0
dabddcbd,0,0
abbdabad,0,0
babaabaa,0,0
fbaadbbb,0,0
aabdacbd,0,0
aaaabbaa,0,0
aaaabbaa,0,0
aabdabad,0,0
babaaaaa,0,0
cbaacabb,0,0
babddbad,0,0
babacbaa,0,0
abaacbab,0,0
aababbaa,0,0
aacdcbad,0,0
cacbcbaa,0,0
faadcbdg,2,0
babddaad,0,0
aaadbbad,0,0
babdcaad,0,0
aacdbaad,0,0
aabdabad,0,0
babaebab,0,0
daadcbad,0,0
fabdccdg,2,0
aababaaa,0,0
aabdabad,0,0
abbdcaad,0,0
fbadcbdg,2,0
abaaabaa,0,0
aaaabbaa,0,0
aacdbbbd,0,0
fbbabcbc,0,0
aaaaabaa,0,0
abadcbad,0,0
aabaaaaa,0,0
ecbdcbad,0,0
gaababdf,1,0
aaaabcab,0,0
aabaabaa,0,0
cbadcbbd,0,0
abbdcaad,0,0
faadacdg,2,0
bbaadbab,0,0
abbdfbad,0,0
aabaccaa,0,0
faaabbdd,2,0
aabaebab,0,0
fbbacbdd,2,0
aaadbbad,0,0
aabdbbad,0,0
baaacbaa,0,0
aaadabad,0,0
aabdbbad,0,0
fbaddcad,0,0
aabaabba,0,0
aabdbbad,0,0
babdcaad,0,0
caaacbaa,0,0
abaaabaa,0,0
gabdcbdg,1,0
aabdabad,0,0
abadabad,0,0
ebaaeaab,0,0
aaababaa,0,0
abbdcbad,0,0
bbbabbaa,0,0
eabdcbad,0,0
cbbabbaa,0,0
fbbdebdg,2,0
faaaabdd,2,0
gabdcbdg,1,0
aabdbaad,0,0
gaaddbdg,1,0
aaaaabaa,0,0
aabdcaad,0,0
aaadaaad,0,0
aabacbaa,0,0
aabdbbad,0,0
fababadd,2,0
cbaabbaa,0,0
dabdbbad,0,0
gababbdf,1,0
aacdbbcd,0,0
caadcbad,0,0
caadbbad,0,0
abadbbad,0,0
faaacadd,2,0
aabacbab,0,0
aabdbaad,0,0
aabdbaad,0,0
gaaaabdf,1,0
babadbab,0,0
faadcbdg,2,0
gabdabdg,1,0
aababbaa,0,0
cabadcbb,0,0
fdcaecbc,0,0
baaacbaa,0,0
aabdbbad,0,0
aababbaa,0,0
gabaabdf,1,0
aaaaabaa,0,0
aaadbbad,0,0
adadbbad,0,0
aababbaa,0,0
aaaabbaa,0,0
aaadcaad,0,0
gaadaadg,1,0
dabdecad,0,0
cdbdabcd,0,0
dbbdeabd,0,0
ecaddbbe,0,0
babdbbad,0,0
aabacbaa,0,0
fabaabaa,0,0
aabdcaad,0,0
fbaddbad,0,0
fdbdebae,0,0
bbbdbbad,0,0
aabdcaad,0,0
aaaabbba,0,0
gaadbbdg,1,0
abbabaaa,0,0
ccbdbbbd,0,0
aabaabaa,0,0
aaaabbaa,0,0
dbbdccbd,0,0
abbaabaa,0,0
fabdcbbd,0,0
gaadbadg,1,0
aababbaa,0,0
dbcdebad,0,0
aaadcaad,0,0
fabdabdg,2,0
abaacaaa,0,0
dabadaaa,0,0
dcabccbb,0,0
aaadabad,0,0
faaabbdf,1,0
aaadbbad,0,0
aabaabaa,0,0
aaadbbad,0,0
fbbdcbdg,2,0
fabadbaa,0,0
bababbaa,0,0
aabaaaaa,0,0
babdcaad,0,0
gbbddadg,1,0
aaaabbaa,0,0
caaabbaa,0,0
babacaaa,0,0
aababbaa,0,0
aacdbbad,0,0
bababaaa,0,0
ecbddbbd,0,0
aabdcadd,0,0
gbbddbdg,1,0
ccaacbca,0,0
aababbba,0,0
bababaaa,0,0
abaddbad,0,0
baadabad,0,0
aabdbbad,0,0
abadcbad,0,0
caadbbad,0,0
aababbaa,0,0
gaaddbdg,2,0
fabdbbdg,2,0
gabadcdf,1,0
dcbadbbb,0,0
babaccaa,0,0
cbadabbd,0,0
dacbcbaa,0,0
faaabbdf,1,0
gbbdbbdg,2,0
abbddcad,0,0
aaaaebab,0,0
faadecdg,2,0
aabadbab,0,0
dabdcaad,0,0
aabacbaa,0,0
faaaaadd,2,0
abadcbbd,0,0
baaabaaa,0,0
caadabad,0,0
dbaaabaa,0,0
cabdaaad,0,0
ebadcbad,0,0
aababbaa,0,0
eabdbbbd,0,0
abadcbad,0,0
aaaabbaa,0,0
bbaddbbd,0,0
aaadbbad,0,0
aabacaba,0,0
babdbbbd,0,0
aabacbaa,0,0
eabdaabd,0,0
babdcbad,0,0
aabdcaad,0,0
cbadacad,0,0
caaacaaa,0,0
cababbaa,0,0
babddbad,0,0
babdccad,0,0
abadabad,0,0
gabdcadg,1,0
eccddcae,0,0
faadbbdg,2,0
aaadbbad,0,0
babdbbad,0,0
aaadbbad,0,0
faadcbdg,2,0
aababaaa,0,0
aabaabaa,0,0
aabdbaad,0,0
aaadabad,0,0
fbcdccdg,2,0
aaaaabaa,0,0
aaaaaaaa,0,0
fbadaadg,2,0
fcbdecbe,0,0
fabdbadg,2,0
aabdaaad,0,0
aabaaaaa,0,0
aacdcbad,0,0
gbbdcbdg,1,0
babdbcad,0,0
aaaaabaa,0,0
aabacbaa,0,0
cabddbbd,0,0
gabdbbdg,1,0
baadbaad,0,0
aaaacbab,0,0
baadcbad,0,0
aaaaabba,0,0
babbcbaa,0,0
aaaaacaa,0,0
abadabbd,0,0
aaadabad,0,0
aabdbbad,0,0
fbbdabdg,2,0
bacddbad,0,0
gcbadbdg,1,0
cabacbaa,0,0
fabdbadg,2,0
caadcbad,0,0
dbbddcbd,0,0
ebbddbad,0,0
gbbdccdg,1,0
aaaaaaaa,0,0
gabacbdf,1,0
ecaddaae,0,0
