string,result,anomaly
ddadbbbd,1,1
ddbddbbd,1,0
dccbdacd,1,2
aabacaba,0,0
cbbdcaad,0,0
ddbddabd,1,1
ccaaabbb,0,0
caadbaac,0,0
ddaacbbb,1,0
caadcaac,0,0
baaababa,0,0
bbbbbbbb,0,0
bbabcaab,0,0
cbabcaab,0,0
cbbbdaab,0,0
dcbadbbb,0,0
ccadcabd,0,0
dbabdbcb,1,0
dcaacabb,0,0
ccaabacb,0,0
dccbdbcd,1,2
ddbdcabd,1,1
caabdbab,0,0
dbabcbbb,0,0
cdabcaab,1,0
bbadcabc,0,0
ddbbdabc,1,1
cdababca,1,0
aaadcaac,0,0
dbcbdbcd,1,2
baaddabc,0,0
abbdcabc,0,0
ccabdbab,0,0
dbcddacd,0,2
ccbadaab,0,0
ddadbacd,1,1
cbadcabc,0,0
baadcbad,0,0
dacddacd,1,2
bbbdbaac,0,0
cabddaad,0,0
aaadcbac,0,0
bbbddaad,0,0
ddaacbac,1,1
cabdcaac,0,0
ddaadbcb,1,0
ddbddbcd,1,0
daadbaac,0,0
cbbbdbab,0,0
ccaddbad,0,0
ddcddcbd,1,0
cdaadaab,1,0
baaabaaa,0,0
dbcddacd,0,2
cbaaccab,0,0
dcadcaad,0,0
babddbbd,0,0
cbaaccab,0,0
ccbcdaab,0,0
bbabdabb,0,0
bbaacaaa,0,0
bbbacaaa,0,0
ccadcbbd,0,0
cbabccaa,1,0
bbaacbbb,0,0
cbbbdbab,0,0
bbbdcbbd,0,0
daaacaaa,0,0
bdaddabd,1,0
cbaddbbd,0,0
ddaaaabc,1,1
cbadcbac,0,0
ddbdbaad,1,1
dacbdacd,1,2
caaadaab,0,0
bbbdcabc,0,0
ababcbaa,0,0
abadcabc,0,0
caacdbad,1,0
ccbdccbd,0,0
bbaabaaa,0,0
cbadcaac,0,0
aabbcaab,0,0
cbabcabb,0,0
ddbddbbd,1,1
bbbacaaa,0,0
baadbabc,0,0
dbcddacd,0,2
ddbddbcd,1,0
caadcaac,0,0
cacccbab,0,0
cbabcabb,0,0
cbadcbac,0,0
bcaababa,0,0
dcabdbbb,0,0
ccbdcbac,0,0
bbbbdaab,0,0
dbcddacd,0,2
baadcbbc,0,0
ddaacaac,1,1
dbcddacd,0,2
dbabcaab,0,0
cbadcbac,0,0
cbadcabc,0,0
cbaadabb,0,0
dcaadbbb,0,0
baaacbab,0,0
caabcaab,0,0
dcaddbad,0,0
cbaababa,0,0
bbabcabb,0,0
abacbbbc,0,0
cbadcaac,0,0
caaadaab,0,0
babddaad,0,0
aaadcaac,0,0
baabcaba,0,0
dccddbcd,0,2
ddadbabd,1,1
cbabcaab,0,0
dccddbcd,0,2
ddadaacd,1,1
baabdabb,0,0
dcadcabd,0,0
ddbbbbbc,1,1
ddadcabd,1,0
dacddacd,1,2
cbaabaaa,0,0
cbbbdaab,0,0
cbadcabc,0,0
ddaacabc,1,1
bbadbacc,0,0
ccaacaab,0,0
baaacbaa,0,0
cdadcbbd,1,0
cdaacbbb,1,0
cbbadaab,0,0
cbaadbbb,0,0
ccaacabb,0,0
baaddaac,0,0
bbbbcabb,0,0
ccbdcbac,0,0
ddbbdaab,1,0
dbcadacd,1,2
ddadcabd,1,1
ddaddbbd,1,1
dcbddcbd,0,0
ccadcabd,0,0
ddaacaac,1,1
ccbadaab,0,0
cbbbcaab,0,0
dbaaabab,0,0
abaacaaa,0,0
bcadcabc,0,0
cbabbaaa,0,0
caaacaaa,0,0
dacadacd,1,2
abaddcad,1,0
bbbdcaac,0,0
cbbbdabb,0,0
dbabbbab,1,0
cbadcbbd,0,0
ccbacabb,0,0
baadcaac,0,0
bbaaaaaa,0,0
ccbbccbb,0,0
cdbdcbad,1,0
caadbcac,1,0
dbadcaad,0,0
dccddbcd,0,2
baaacabb,0,0
dbcadacd,1,2
cbaacaba,0,0
dcadcbad,0,0
cbadbabc,0,0
cbadcaac,0,0
cbadcaac,0,0
abaddaac,0,0
bbadaabc,0,0
cccadabb,0,0
caaababa,0,0
baaababa,0,0
cbadcbcd,0,0
baaacbaa,0,0
ccaacbab,0,0
ccbdcabd,0,0
ddaddaad,1,1
ccbacabb,0,0
ddaacbac,1,1
cbadcbad,0,0
ccbddabd,0,0
cbbddaad,0,0
bbbacaaa,0,0
cbbadbab,0,0
caaadabb,0,0
baadbabc,0,0
ddccdaab,1,0
ddadbbbd,1,1
cbaddaad,0,0
dbcbdbcd,1,2
ddabdabc,1,1
ddadcbbd,1,1
ddadcaad,1,1
ddcadbcd,1,2
cbaadaab,0,0
cbadcabd,0,0
baadaaab,1,0
dcccdbcd,0,2
dbcbdbcd,1,2
baadcaac,0,0
abbabbaa,0,0
dbcddacd,0,2
cbadcabc,0,0
dacadacd,1,2
dbadcbac,1,0
cdaacaab,1,0
cbaccbac,0,0
ddbadbbc,1,1
cbadcabc,0,0
caaadaab,0,0
ddabdbcb,1,0
ccbbdbab,0,0
dccadbcd,1,2
abaabaaa,0,0
dccddacd,0,2
cdaacbbb,1,0
cbbddbcd,0,0
cbbbdaab,0,0
dccbdbcd,1,2
ccaabbba,0,0
cbaacaab,0,0
ddbddbcd,1,0
cbabcaab,0,0
ddadbbad,1,1
ddbdcaad,1,1
bbadcbbc,0,0
cabdcaac,0,0
cbabcabb,0,0
bbbddaad,0,0
ddbddcbd,1,0
dbcddacd,0,2
dacddacd,1,2
ddadcacd,1,0
cbaadaab,0,0
cbaccaab,0,0
dbcadacd,1,2
cbaacbaa,0,0
bbaddaac,0,0
cbbdcaad,0,0
dbbdcbbc,0,0
dccddccd,0,2
dbcddbcd,0,2
ccbdcbbd,0,0
ddaacbbc,1,1
dacddacd,1,2
caadcabd,0,0
cbaababa,0,0
dacddbcd,0,2
cbabcaab,0,0
caaadabb,0,0
dcadcaad,0,0
cbbddbbd,0,0
bbaacaab,0,0
ddadcabd,1,1
cbbddaad,0,0
ccadcbbd,0,0
ddbddcbd,1,0
cbaddaad,0,0
cbabdbab,0,0
dcaacbbb,0,0
ababdbab,1,0
abadbbbc,0,0
bbadcaac,0,0
bbadcabc,0,0
caaacaaa,0,0
dbbdbabc,0,0
acaacbba,1,0
cbaacaaa,0,0
ccaadaab,0,0
cbaadaab,0,0
abadcaac,0,0
bcabcabb,0,0
bbaacaab,0,0
cbadbabc,0,0
bbaccaac,0,0
dcabdbab,0,0
bbaacaba,0,0
ddcadccd,1,2
dbcddacd,0,2
ddbddaad,1,1
bcbbcaab,0,0
dacddacd,1,2
dccddacd,0,2
cbadcaad,0,0
cbabcaab,0,0
dbcadacd,1,2
dcabdacb,0,0
ccadcacd,0,0
dbcadacd,1,2
dbcadacd,1,2
dbadcabd,0,0
dbcbdacd,1,2
bbbacabb,0,0
bbadcabc,0,0
dccbdacd,1,2
bbaddaad,0,0
dbcadacd,1,2
abbbbaaa,0,0
bbbdcbac,0,0
dcaddbad,0,0
dbcadacd,1,2
caabcaba,0,0
baaacbbb,0,0
daadcacd,0,0
aaabcbba,1,0
cabbcaab,0,0
abadcbac,0,0
ccaddbbd,0,0
bbcbdabb,0,0
ddabcabc,1,1
babacabb,0,0
bbaacaab,0,0
bdbbcabb,1,0
cbabcaaa,0,0
cbcbbaaa,0,0
ddbddacd,1,0
bbbdbabc,0,0
cabbdaab,0,0
ccaacaab,0,0
dacadacd,1,2
ddaacbac,1,1
ddabcbbc,1,1
cdadcbbd,1,0
ccabcbbb,0,0
ddadcbad,1,1
dbaddaad,0,0
baabbbaa,0,0
cabdcbac,0,0
ddaacabc,1,1
baaddaad,0,0
caaacaab,0,0
dcbbdaab,0,0
babbcaab,0,0
cbbddbbd,0,0
ccbbdbab,0,0
bbcbcaab,0,0
ddadbaad,1,1
baabdaab,0,0
cbbccaac,0,0
caadcbac,0,0
dacddacd,1,2
cbabcaab,0,0
ddaadbcd,1,1
ccadcaac,0,0
baaabaaa,0,0
bbbddabd,0,0
cdbbdbab,1,0
dccbdacd,1,2
dcbddbad,0,0
dcbbdbbb,0,0
cbbdcaac,0,0
bbabcbab,0,0
bbaadaab,0,0
ccaccabc,0,0
cbadbbbc,0,0
baaacaab,0,0
ccbddaad,0,0
dbcadacd,1,2
cbaadabb,0,0
cabacaab,0,0
dbcbdacd,1,2
cabddaad,0,0
cbbacaaa,0,0
ccaddabd,0,0
abaadaaa,0,0
bbbbcaab,0,0
bbaabaca,0,0
ddbccbad,1,1
cabbcaab,0,0
bbbdcbac,0,0
cbbbdaab,0,0
ccadcaad,0,0
dbcadbcd,1,2
abbbdaab,0,0
caaacbbb,0,0
cbaacabb,0,0
ddbdcbbd,1,1
bcadcaac,0,0
ddaadbac,1,1
bbbdcaac,0,0
bbabcbbb,0,0
dcadcbbd,0,0
bbbdbaac,0,0
bbabcaab,0,0
cbacdbab,0,0
ccabcabb,0,0
cbaacaab,0,0
cbadbacc,0,0
bbadcabc,0,0
ccbbdabb,0,0
ccbbcaab,0,0
ddaccacd,1,1
ddcadccd,1,2
bbadcabc,0,0
bbaacaab,0,0
cbadcaac,0,0
baaacaaa,0,0
ddbadacb,1,0
dbcbdacd,1,2
ddbdcaad,1,1
ddcadbcb,1,0
babbcabb,0,0
dccddacd,0,2
bbadcaac,0,0
abadcaac,0,0
cbbacbab,0,0
ddabdbcc,1,1
babddaad,0,0
dcadcbad,0,0
aaaabbba,0,0
dccadbcd,1,2
ddbacabc,1,1
dcaacbbb,0,0
ccabcabb,0,0
dbaddaad,0,0
bbadcbac,0,0
bbaddaac,0,0
cbbbcaab,0,0
ddbddbcd,1,1
ddadcbcd,1,0
dccddacd,0,2
caadcaac,0,0
bbaacaab,0,0
baadcaac,0,0
cbadcabd,0,0
baadbabc,0,0
cbadbaac,0,0
cbaddaad,0,0
ccbbbbab,0,0
ddaacabc,1,1
cbaacaab,0,0
cbbbdacb,0,0
bcadbbac,0,0
cbbdcaac,0,0
cbbadaab,0,0
dbcadbcd,1,2
dabddbbd,0,0
bbaabbab,0,0
cbbcdbbd,0,0
caadcabc,0,0
dbccdbcd,0,2
bbabdabb,0,0
baadbbac,0,0
bbadcbac,0,0
dbcddacd,0,2
cbaddaad,0,0
ccaddbad,0,0
ddabcbbc,1,1
ababcaaa,0,0
dacadacd,1,2
bbbdcaac,0,0
ddcddcad,1,0
ddaddabd,1,1
dccddacd,0,2
ddcddbad,1,0
cbaadaab,0,0
cbaababa,0,0
bcadbabc,0,0
abbbcbbb,0,0
caaacabb,0,0
cbadbaac,0,0
caaacabb,0,0
dbccdacd,0,2
cbbacabb,0,0
baaacaab,0,0
cbadcaad,0,0
cbabcbbb,0,0
ddadcabd,1,1
cbadbcbc,1,0
cbadcabc,0,0
cbcddbbd,0,0
cbadcbbc,0,0
ddadcbbd,1,0
ddbbdbbb,1,0
baadcaac,0,0
bbaddaad,0,0
cabbcabb,0,0
bcadcaac,0,0
bbabcaba,0,0
ddabdabc,1,1
cabababa,0,0
caadcabc,0,0
cbaddacd,0,0
cbaacbaa,0,0
baadbabc,0,0
aaaacaab,0,0
dccadacd,1,2
dcaacabb,0,0
cbadcaac,0,0
cbbdbbac,0,0
bbadcbac,0,0
dbcddbcd,0,2
aabacaaa,0,0
dacadacd,1,2
ccadccbd,0,0
baadbbbc,0,0
ddbccaad,1,1
bbaddabd,0,0
cbadcaac,0,0
cbadcabc,0,0
caaacaab,0,0
ddaddbad,1,1
ccadcbbd,0,0
dbcddbcd,0,2
baaacaca,0,0
ddbbdccb,1,0
cbbadbab,0,0
bbbddbac,0,0
ddbbbaac,1,1
caaacaba,0,0
ddbbdaab,1,0
caadcabc,0,0
bbbbcabb,0,0
cdbbdbab,1,0
caadbaac,0,0
dccddbcd,0,2
bbadccac,1,0
ddabdacb,1,0
cdaacbcb,1,0
caabcbbb,0,0
ddadccbd,1,1
cabdcaac,0,0
cdadcbad,1,0
cbbbccbb,0,0
caabdaab,0,0
bbabdabb,0,0
bbaacbab,0,0
cabddaac,0,0
cbbddaad,0,0
ddadcbbd,1,0
ccadcaad,0,0
baaacaaa,0,0
dacadacd,1,2
ddbacaac,1,1
bbabcabb,0,0
ccaddabd,0,0
cbadcbbd,0,0
dbcadacd,1,2
baadbaac,0,0
caaccbab,0,0
baadcabc,0,0
cdbbcbbb,1,0
abbdcbac,0,0
ddadcbcd,1,1
caadcbac,0,0
ddcddacd,1,2
bbbbcaab,0,0
dbcddacd,0,2
bbbacbcb,0,0
bbbabaaa,0,0
cdaababb,1,0
dcbaccbb,0,0
ccaacaaa,0,0
caaddbbd,0,0
baadcaac,0,0
dbcadacd,1,2
bbaadabb,0,0
abadcaac,0,0
dcacdbbb,0,0
abcabaaa,0,0
ddabccac,1,1
dccddacd,0,2
dcbbcbbb,0,0
caaddabc,0,0
ddabdaac,1,1
ddbbdbbd,1,1
caadcaad,0,0
ccaacabb,0,0
ccabcbbb,0,0
ddacbccd,1,0
bbaabaaa,0,0
bcaddaad,0,0
cbbacaaa,0,0
ccadcaad,0,0
cbaadaab,0,0
ddcddbad,1,0
cabacaab,0,0
ddabdbab,1,0
ddaddabd,1,1
ddbddabd,1,1
cbaacaab,0,0
ddaadabd,1,1
ddabdaac,1,1
cabacabb,0,0
baabcaab,0,0
cbbbdaab,0,0
cbadcbac,0,0
dbcbdacd,1,2
bbaadbab,0,0
bbadcaac,0,0
dacddacd,1,2
caabbaba,0,0
bbaacabb,0,0
bbbddaad,0,0
cbbbdaab,0,0
babddaad,0,0
dccddbcd,0,2
cbadcaac,0,0
abbacaab,0,0
ddbddabd,1,1
baadcaac,0,0
ccadccbd,0,0
bbcacbab,0,0
ddbbdabc,1,1
baaacabb,0,0
aabdaabd,0,0
ccadbcbc,1,0
abaabaaa,0,0
ddbccbbd,1,1
babddaac,0,0
ddadccbd,1,1
ccaadbcb,0,0
dcadcabd,0,0
dbcbdacd,1,2
cbbdcabc,0,0
dcadcabd,0,0
cbcdcbad,0,0
ddaddcbd,1,1
ddaddbbd,1,0
bbaacaaa,0,0
caaacaba,0,0
cbabcbab,0,0
dbaababb,0,0
ddabdbbd,1,1
bbaacabb,0,0
aaadcabc,0,0
bbbdcaac,0,0
caadcbcd,0,0
cbaadaab,0,0
ddadcabd,1,1
cbaacaba,0,0
cbadcaac,0,0
baaacbab,0,0
cbadcaac,0,0
cdaacabb,1,0
cbabcbab,0,0
dccadacd,1,2
ddbbdbbc,1,1
dacddbcd,0,2
aaaabaaa,0,0
cbaacbbb,0,0
bbaacabb,0,0
abaabaaa,0,0
dbcddacd,0,2
bbaacaaa,0,0
ddbdcbad,1,0
babdcabc,0,0
dcbdccbd,0,0
ccaadbbb,0,0
ddadcbad,1,1
baadcaad,0,0
cabbcbab,0,0
dbcddacd,0,2
baaacaab,0,0
caaccabc,0,0
aaaddaac,0,0
abadcaac,0,0
aabacaaa,0,0
cbadcabc,0,0
ddbdbbbd,1,1
cbbbdaab,0,0
babbcabb,0,0
babccaad,1,0
caaddbac,0,0
bbaacbcb,0,0
bbbbcbab,0,0
ddbdcabd,1,1
bbadcaac,0,0
ddaacbbc,1,1
dcadbabd,0,0
cbbcdabb,0,0
cabdcacc,0,0
bbaacaaa,0,0
cabdbaad,0,0
ddbddbbd,1,1
dccddbcd,0,2
ddaacaac,1,1
cbaacbcb,0,0
cbbdcbbd,0,0
bbacbbab,0,0
bcadcaad,0,0
bcadcaac,0,0
baabcbaa,0,0
abadcaac,0,0
baaacabb,0,0
ccbdcbbd,0,0
ddbacabb,1,0
bbbbcbbb,0,0
cbadcaac,0,0
ccaacabb,0,0
ccbdcbbd,0,0
aaaabaaa,0,0
ccadbbbd,0,0
ddcddbbd,1,0
cdaacabb,1,0
ddbddbad,1,1
baadcaac,0,0
bcaacaab,0,0
abaacaab,0,0
cbaadaab,0,0
aabacabb,0,0
cbaacaab,0,0
cbbddbad,0,0
cdadcbbd,1,0
dcbdcbbd,0,0
dcbacbbb,0,0
ddabbaac,1,1
cbadcbbc,0,0
cbaadabb,0,0
cbbdcbad,0,0
bbaacbab,0,0
dacadacd,1,2
dbcbdbcd,1,2
bbabcaab,0,0
bbbbdaab,0,0
bbadcabd,0,0
dcadcaad,0,0
bbbdcabd,0,0
baabcabb,0,0
ddbddbbd,1,1
cdabcaab,1,0
bbbacaaa,0,0
ddbadabb,1,0
dccddbcd,0,2
ccbddbbd,0,0
ddadcabd,1,1
baadcaac,0,0
abaadaab,0,0
cbabcaab,0,0
bbaabaaa,0,0
bbadcabc,0,0
bbbbcaaa,0,0
cacdcaac,0,0
cbadccad,0,0
bbaddbac,0,0
ddabcbcb,1,0
cbadcaac,0,0
ddadcaad,1,1
cbaacabb,0,0
aabdbaac,0,0
dcbdbabd,0,0
caaacabb,0,0
babacbba,0,0
bbaddaad,0,0
dbadcaad,0,0
aaadcaac,0,0
caaccaac,0,0
dbcbdbcd,1,2
bbaabbaa,0,0
cbaddacd,0,0
ddbbcabc,1,1
dcabdbbb,0,0
dbcddbcd,0,2
dbcddacd,0,2
dcbbdbcb,0,0
cbadcbbc,0,0
bbbacaab,0,0
ddaadabc,1,1
caaacaaa,0,0
bbadccac,1,0
baaacaaa,0,0
aababaaa,0,0
cbbddbbd,0,0
dbbbcaab,0,0
ccaacaab,0,0
dbabcbbb,0,0
babccbac,0,0
ccadcbbc,0,0
ccadcbac,0,0
dabababa,0,0
cbaabaab,0,0
bbaacaab,0,0
cbaaaaba,0,0
bbadaaac,0,0
dbadaaac,0,0
ddaababb,1,0
aaaaaaaa,0,0
ddacdabd,1,1
aaadaaac,0,0
aaaaaaaa,0,0
cbaaaaaa,0,0
abadaaac,0,0
ddaaaaad,1,2
bbaaaaba,0,0
abaaaaaa,0,0
ccaababb,0,0
ccaaaaaa,0,0
adaaacaa,1,0
ddaaaaad,1,2
aaaaaaaa,0,0
ccaacabb,0,0
acacaaac,0,0
bcaaaaaa,0,0
ccadaabc,0,0
ddaadaac,1,1
cbacaaac,0,0
caadaaac,0,0
dcacbbad,1,0
bbaaaaaa,0,0
caaaaaaa,0,0
ddaadaac,1,1
aaaaaaaa,0,0
bbadaaac,0,0
aaaaaaca,0,0
abaaaaaa,0,0
abacbaac,0,0
cbadbaac,0,0
abaabaaa,0,0
ddaaaaad,1,2
aaabbaaa,0,0
abadaaac,0,0
cbaaaaba,0,0
cbadbaac,0,0
cbadaaac,0,0
ddaabbcb,1,0
ddaadaac,1,1
bbaaaaaa,0,0
aaadaaac,0,0
ddadaaad,1,2
dbacaaac,0,0
bbaaaaaa,0,0
bcaaaaba,0,0
ddadaaad,1,2
cbaaaabb,0,0
dbaaaaaa,0,0
abacaaac,0,0
ddadaaad,1,2
bbaaaaaa,0,0
abaaaaaa,0,0
ccadbacd,0,0
abaaaaaa,0,0
bbacaaac,0,0
aaacaaac,0,0
ddaacbbb,1,0
aaadaaac,0,0
cbaaaaaa,0,0
acaaaaaa,0,0
aaadaaac,0,0
ddaddaad,1,1
bdaababb,1,0
ddaaaaad,1,2
ddaddabd,1,1
baadaaac,0,0
baaaaaaa,0,0
ddaddaad,1,1
bbacaaac,0,0
aaaaaaaa,0,0
bbaaaaaa,0,0
ccadbaac,0,0
ddaaaaad,1,2
ddaddaad,1,1
bbacaabc,0,0
bcaaaaaa,0,0
ddacbabd,1,2
adaaaaca,1,0
cbadaaac,0,0
ccadcbac,0,0
baaaaaaa,0,0
bbaabaaa,0,0
abaabaaa,0,0
baadbaac,0,0
cbaaabaa,0,0
ddabbaad,1,2
ccacaaac,0,0
baadaaac,0,0
baadaaac,0,0
baacaaac,0,0
abacaaac,0,0
bbacaaac,0,0
baacaabc,0,0
ddacdaad,1,1
caaababa,0,0
ddaadbbd,1,1
bdabaaaa,1,0
dcadcbad,0,0
abaabaaa,0,0
aaaaaaaa,0,0
bbaaaaaa,0,0
abaabaaa,0,0
ccadbbbc,0,0
cbaaaaaa,0,0
baacaaac,0,0
ccaaaaaa,0,0
ddaacacb,1,0
ddacdcad,1,1
ccadaabc,0,0
ddadbaad,1,2
cbaabaaa,0,0
ddacabad,1,2
ddaadaab,1,1
abaaaaba,0,0
abaaaaba,0,0
aaadaaac,0,0
aaaaaaaa,0,0
abacaaac,0,0
abaaaaaa,0,0
aaaaaaaa,0,0
caaaaaaa,0,0
babdaaac,0,0
cbadbabc,0,0
abadaaac,0,0
abadaaac,0,0
aaacabbc,0,0
ccadbaac,0,0
ddaaaaad,1,2
bcadbaac,0,0
bbacaaac,0,0
ddaadaac,1,1
ddadaaad,1,2
abadbaac,0,0
ddaaaabd,1,2
ddadaaad,1,2
abaaaaaa,0,0
dbacaaac,0,0
ccadaaad,0,0
ddabdabc,1,1
bbadaaac,0,0
cdacaaac,1,0
ddaccbbd,1,0
ddaabaad,1,2
baaaaaaa,0,0
cbadaaac,0,0
cbaaaaaa,0,0
ccacbaac,0,0
ddacbbbd,1,2
ddaaaaad,1,2
bbaaaaaa,0,0
caaaaaba,0,0
baaabaaa,0,0
abacaaac,0,0
ddaaaaad,1,2
cdaaaaaa,1,0
ccadaaac,0,0
abacaaac,0,0
ddaddabd,1,1
ccaabbbb,0,0
bbacaaac,0,0
abaaaaaa,0,0
ccacaaac,0,0
cbadbaac,0,0
caadaaac,0,0
bbadaaac,0,0
abadabac,0,0
cbaaaaaa,0,0
acacaaac,0,0
ddabcbcb,1,0
ddaabaad,1,2
bcaaabba,0,0
bbaaaaba,0,0
bbaaabaa,0,0
bbadaaac,0,0
ddaadaac,1,1
bcacaaac,0,0
aaadbaac,0,0
caadaaac,0,0
cbadabac,0,0
bbbbbaaa,0,0
ddacaaad,1,2
ddaaaaad,1,2
ccaaaaaa,0,0
bbadaabc,0,0
bbaaaaaa,0,0
ddaacbcb,1,0
abadbaac,0,0
baadaaac,0,0
abaaaaaa,0,0
cbabbabb,0,0
aaaaaaaa,0,0
acaaabba,0,0
cbaddabd,0,0
caadbbad,0,0
cdaccaad,1,0
ccacabbc,0,0
cbadaabc,0,0
aaadaaac,0,0
ddaacabd,1,2
ddaadcac,1,1
ddaadabc,1,1
baacaaac,0,0
bbaaaaba,0,0
cbadaaac,0,0
baacacbc,0,0
bcadbabc,0,0
baadaaac,0,0
bbadaaac,0,0
ddacaacd,1,2
ddaaaabd,1,2
abacaaac,0,0
cdaaaaaa,1,0
cbadbaac,0,0
ddaaaabd,1,2
acaaaaba,0,0
baacaaac,0,0
bbadbabc,0,0
aaadbaac,0,0
ddaadabc,1,1
caacaaac,0,0
cbaaaaba,0,0
bbacaaac,0,0
ddacdabd,1,1
cdacaaac,1,0
ddadbaad,1,2
bbaabaaa,0,0
ddacaaad,1,2
daaabaaa,0,0
cdadbaad,1,0
bbaaaaaa,0,0
ddbbbbab,1,0
caadaaac,0,0
abaabaaa,0,0
baadaaac,0,0
bbadbabc,0,0
caadaaac,0,0
cbadaaac,0,0
cbaaaaaa,0,0
dbadabbd,0,0
baacaabc,0,0
bbadaaac,0,0
baaaaaaa,0,0
ddadabbd,1,2
abacaaac,0,0
baacaaac,0,0
baacaaac,0,0
abadaaac,0,0
bbaaaaaa,0,0
bbadaaac,0,0
ddaaaaad,1,2
caacaabc,0,0
aaadaabc,0,0
abaaaaaa,0,0
baaaaaaa,0,0
aaaaaaaa,0,0
abaabaaa,0,0
ddaabacd,1,2
ddaadabc,1,1
ddaaaabd,1,2
baaaaaaa,0,0
baadaaac,0,0
cbadbaac,0,0
ddadaaad,1,2
cbaaaaaa,0,0
ccccabac,0,0
baacaaac,0,0
ddaaaabd,1,2
baacaaac,0,0
ddacdabd,1,1
ddaddaad,1,1
cdaacabb,1,0
ddacaaad,1,2
baadaaac,0,0
abacbabc,0,0
bbadaaac,0,0
abacaaac,0,0
ddaaaaad,1,2
ccacaaac,0,0
aaaaaaaa,0,0
ddaadaac,1,1
abaaaaba,0,0
ccacaaac,0,0
bcaaaaaa,0,0
aaaabaaa,0,0
cbacbbcc,0,0
aaaaaaba,0,0
ddadbabd,1,2
aaadaaac,0,0
ddaadaac,1,1
caadaaac,0,0
baaabaaa,0,0
bbaaaabb,0,0
bbaaaaaa,0,0
ddaadaac,1,1
ddacabbd,1,2
dbaacbcb,0,0
baaaaaaa,0,0
abacaaac,0,0
baacbaac,0,0
abadaaac,0,0
cbaababa,0,0
cbacaabc,0,0
ddaddaad,1,1
abaaaaaa,0,0
caacaacc,0,0
bcaaaaaa,0,0
abaaaaaa,0,0
ddaadabc,1,1
baaaaaaa,0,0
ddaababd,1,2
caadaaac,0,0
ddacdbad,1,1
abacabac,0,0
ccaaaaaa,0,0
caacaaac,0,0
ccaabbbb,0,0
ddaadaac,1,1
baaaaaaa,0,0
cbacaabc,0,0
baaaaaaa,0,0
bdaaaaba,1,0
caacaabc,0,0
aaadaaac,0,0
ccadaabc,0,0
bbadaaac,0,0
baadaaac,0,0
cdadbbad,1,0
cabcaabc,0,0
cbaaabaa,0,0
abaabaaa,0,0
bbadbaac,0,0
ccaacabb,0,0
abaaaaba,0,0
bbaabaaa,0,0
bbaaaaaa,0,0
baaaaaaa,0,0
aaaaaaaa,0,0
ddaabaab,1,0
aaaaaaaa,0,0
ddaaaaad,1,2
cbaaaaaa,0,0
bbadaaac,0,0
ccadbacd,0,0
ddaadabc,1,1
ddaabaad,1,2
ddacdabd,1,1
baacaaac,0,0
aaadbaac,0,0
ccadaabc,0,0
cbacabac,0,0
caadbaac,0,0
cbadaaac,0,0
cdaabaaa,1,0
dbacaaac,0,0
ddaaaabd,1,2
bbaaaaba,0,0
bcadaaac,0,0
ddadaaad,1,2
ddaaaaad,1,2
ccadaacc,0,0
bbadbabc,0,0
ddaddaad,1,1
cbadaabc,0,0
baacaaac,0,0
ddacaabd,1,2
aaaaaaaa,0,0
cbaaaaaa,0,0
aaadaaac,0,0
baaaaaaa,0,0
cbadaabc,0,0
abadaaac,0,0
ddadaaad,1,2
caaababa,0,0
ddaabbbd,1,2
ddbddbcd,1,1
abadaaac,0,0
ddaaaaad,1,2
cdacaabd,1,0
ddaddaad,1,1
cbaaaaaa,0,0
baacbaac,0,0
aaaaaaaa,0,0
aaadaabc,0,0
ddaababd,1,2
cdacbbad,1,0
ddabdaac,1,1
bbaaabaa,0,0
ccaaaaba,0,0
dcaababb,0,0
ddacaaad,1,2
caadaaac,0,0
ccaaaaaa,0,0
ddacaabd,1,2
daadbaac,0,0
ddacdaad,1,1
abaaaaba,0,0
bbaaaaaa,0,0
ddaadaac,1,1
bbacabbc,0,0
bbadaaac,0,0
baadaaac,0,0
abaabaaa,0,0
cbadaaac,0,0
baacaaac,0,0
baacaaac,0,0
abaacaaa,0,0
cbadbaac,0,0
cbaaaaba,0,0
ddacdaad,1,1
caaaaaaa,0,0
abadaaac,0,0
bbadabac,0,0
bbacabac,0,0
bbadbaac,0,0
bcaaabaa,0,0
aaaaaaaa,0,0
abadaaac,0,0
bbaaaaba,0,0
baaaaaaa,0,0
aaacaaac,0,0
acacaaac,0,0
bbadbaac,0,0
ddaddaad,1,1
aaaabaaa,0,0
ddaaaaad,1,2
ddaabcbb,1,0
cbacaabc,0,0
ddacaaad,1,2
cbaaabcb,0,0
ddbddaad,1,1
ddacaaad,1,2
ddadbabd,1,2
ddacdaad,1,1
bcadaaac,0,0
bbadbaac,0,0
abadaaac,0,0
baadaaac,0,0
baabaaaa,0,0
aaaacaaa,0,0
bbaaaaba,0,0
bbadaaac,0,0
cdaaaabb,1,0
cbadaaac,0,0
bbaaaaaa,0,0
ddaddacd,1,1
cbaaaaaa,0,0
abacaaac,0,0
bbaaaaaa,0,0
abaaaaaa,0,0
ddbaabbb,1,0
cbaaaaaa,0,0
abaaaaaa,0,0
ccacbaac,0,0
baacaabc,0,0
ddadaabd,1,2
abadaaac,0,0
abaaaaaa,0,0
cdaaaaaa,1,0
baaaacba,0,0
bbbdaaac,0,0
ddaadacc,1,1
cdaacabb,1,0
bbadaaac,0,0
caadaaac,0,0
